Metabolite;metabolite name;metabolite (paper);(metabolite name);adduct;PUBCHEM ID;HMDB ID;Average Molecular Weight;Monisotopic Molecular Weight;KEGG;Pathway;sub-pathway;M/Z;Specimen;function;participantsn(cancer type);stage;number;gender (M TEXT, F);age mean(range) (M / F);smoking status;participantsn(control);number.1;gender (M / F);age mean(range) (M / F).;smoking status.1;Chromatography;Ion source;Positive/Negative mode;Mass analyzer;Identification level;Data processing software;Database search;statistical software;statistical difference method;mean concentration (case);mean  concentration (control);fold change n(case/ control);RAW p-value;FDR;VIP;Classification method;Cutoff value;AUROC (95%CI);Sensitivity (%);Specificity (%);Accuracy (%);Survival analysis method;time cut-offs (<=/>);HR (95%CI);p-value;FDR.1;Country;author-emphasized biomarkers;other information;Pubmed ID;Authors;id;;
ranitidine;ranitidine;ranitidine;–;–;–;–;–;–;–;Xenobiotics;Drug;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0886341249;0,3148739841;0,3807980138;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4163;;
fumarate;fumarate;fumarate;–;–;–;–;–;–;–;Energy;Krebs cycle;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0881463133;0,2412466496;0,3087675778;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4164;;
pentadecanoate;pentadecanoate;pentadecanoate;(15:0);–;–;–;–;–;–;Lipid;Long Chain Fatty Acid;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0879321303;0,0343041196;0,0448765368;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4165;;
pterin;pterin;pterin;–;–;–;–;–;–;–;Cofactors and Vitamins;Pterin Metabolism;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,087019547;0,4802329168;0,5175748662;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4166;;
3-hydroxyisobutyrate;3-hydroxyisobutyrate;3-hydroxyisobutyrate;–;–;–;–;–;–;–;Amino Acid;Leucine, Isoleucine and Valine Metabolism;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0870045139;0,3175354449;0,3589140014;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4167;;
3-hydroxybutyrate;3-hydroxybutyrate;3-hydroxybutyrate;(BHBA);–;–;–;–;–;–;Lipid;Ketone Bodies;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0849322073;0,1098295554;0,1334002819;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4168;;
acisoga;acisoga;acisoga;–;–;–;–;–;–;–;Amino Acid;Polyamine Metabolism;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0844867362;0,0185549338;0,0249693713;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4169;;
N-acetylglycine;N-acetylglycine;N-acetylglycine;–;–;–;–;–;–;–;Amino Acid;Glycine, Serine and Threonine Metabolism;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0841146908;0,0181181602;0,0245471848;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4170;;
glycylalanine;glycylalanine;glycylalanine;–;–;–;–;–;–;–;Peptide;Dipeptide;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0840389136;0,4613733928;0,5016021355;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4171;;
tryptophan betaine;tryptophan betaine;tryptophan betaine;–;–;–;–;–;–;–;Amino Acid;Tryptophan Metabolism;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0832435529;0,2142067791;0,2495430799;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4172;;
histidylisoleucine;histidylisoleucine;histidylisoleucine;–;–;–;–;–;–;–;Peptide;Dipeptide;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0830892216;0,5826917504;0,6347436189;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4173;;
gamma-glutamyltyrosine;gamma-glutamyltyrosine;gamma-glutamyltyrosine;–;–;–;–;–;–;–;Peptide;Gamma-glutamyl Amino Acid;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0816113751;0,7122250444;0,7390839863;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4174;;
1-methylurate;1-methylurate;1-methylurate;–;–;–;–;–;–;–;Xenobiotics;Xanthine Metabolism;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0803758012;0,174595279;0,2064104187;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4175;;
2-hydroxystearate;2-hydroxystearate;2-hydroxystearate;–;–;–;–;–;–;–;Lipid;Fatty acid, monohydroxy;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0799865117;0,1889700892;0,2506280035;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4176;;
lidocaine;lidocaine;lidocaine;–;–;–;–;–;–;–;Xenobiotics;Drug;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,079933155;0,2595013202;0,3283028229;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4177;;
N-acetylserine;N-acetylserine;N-acetylserine;–;–;–;–;–;–;–;Amino acid;Glycine, serine and threonine metabolism;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0795331428;0,2609141333;0,3291416797;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4178;;
1,7-dimethylurate;1,7-dimethylurate;1,7-dimethylurate;–;–;–;–;–;–;–;Xenobiotics;Xanthine Metabolism;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0774968675;0,2208250299;0,2568780959;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4179;;
inosine 5'-monophosphate;inosine 5'-monophosphate;inosine 5'-monophosphate;(IMP);–;–;–;–;–;–;Nucleotide;Purine metabolism, (hypo)xanthine/inosine containing;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0752371168;0,4084195953;0,4693617862;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4180;;
1,2-propanediol;1,2-propanediol;1,2-propanediol;–;–;–;–;–;–;–;Xenobiotics;Chemical;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0748689838;0,4642143364;0,5040041367;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4181;;
myristoleoyl sphingomyelin;myristoleoyl sphingomyelin;myristoleoyl sphingomyelin;*;–;–;–;–;–;–;Lipid;Sphingolipid Metabolism;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0740649137;0,3524528276;0,3928175369;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4182;;
glucose-6-phosphate;glucose-6-phosphate;glucose-6-phosphate;(G6P);–;–;HMDB0001401;–;–;–;Carbohydrate;Glycolysis, gluconeogenesis, pyruvate metabolism;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0727443166;0,453208595;0,5101501877;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4183;;
glycylthreonine;glycylthreonine;glycylthreonine;–;–;–;–;–;–;–;Peptide;Dipeptide;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0727396251;0,418017614;0,4791376829;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4184;;
palmitoyl-linoleoyl-glycerophosphocholine;palmitoyl-linoleoyl-glycerophosphocholine;palmitoyl-linoleoyl-glycerophosphocholine;(1)*;–;–;–;–;–;–;Lipid;Lysolipid;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,072140691;0,2002082935;0,234261317;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4185;;
laurate;laurate;laurate;(12:0);–;–;–;–;–;–;Lipid;Medium Chain Fatty Acid;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0715452175;0,0979756676;0,1197313672;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4186;;
1,2-propanediol;1,2-propanediol;1,2-propanediol;–;–;–;–;–;–;–;Lipid;Ketone bodies;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0715439426;0,3632734297;0,4275523744;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4187;;
palmitoyl sphingomyelin;palmitoyl sphingomyelin;palmitoyl sphingomyelin;–;–;–;–;–;–;–;Lipid;Sphingolipid Metabolism;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0713968391;0,0225651118;0,0300115987;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4188;;
nicotinamide adenine dinucleotide;nicotinamide adenine dinucleotide;nicotinamide adenine dinucleotide;(NAD+);–;–;–;–;–;–;Cofactors and Vitamins;Nicotinate and Nicotinamide Metabolism;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0708128604;0,5927712174;0,6240520204;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4189;;
cholesterol;cholesterol;cholesterol;–;–;–;HMDB0000067;–;–;–;Lipid;Sterol/Steroid;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,070534872;0,1484901407;0,2037099118;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4190;;
guanosine 3'-monophosphate;guanosine 3'-monophosphate;guanosine 3'-monophosphate;(3'-GMP);–;–;–;–;–;–;Nucleotide;Purine Metabolism, Guanine containing;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0690801836;0,5381811744;0,5741558518;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4191;;
2-palmitoylglycerophosphoethanolamine;2-palmitoylglycerophosphoethanolamine;2-palmitoylglycerophosphoethanolamine;*;–;–;–;–;–;–;Lipid;Lysolipid;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0690033041;0,4459434092;0,4861514215;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4192;;
alpha-ketoglutarate;alpha-ketoglutarate;alpha-ketoglutarate;–;–;–;–;–;–;–;Energy;TCA Cycle;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,068588995;0,3633774651;0,4038652049;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4193;;
3-(cystein-s-yl)acetaminophen;3-(cystein-s-yl)acetaminophen;3-(cystein-s-yl)acetaminophen;*;–;–;–;–;–;–;Xenobiotics;Drug;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0673063019;0,2331203001;0,2692898917;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4194;;
2-hydroxybutyrate;2-hydroxybutyrate;2-hydroxybutyrate;(AHB);–;–;–;–;–;–;Amino acid;Cysteine, methionine, SAM, taurine metabolism;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0633038885;0,2897840771;0,354359916;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4195;;
escitalopram;escitalopram;escitalopram;–;–;–;–;–;–;–;Xenobiotics;Drug;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0629202656;0,2341016182;0,3004988608;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4196;;
alpha-hydroxycaproate;alpha-hydroxycaproate;alpha-hydroxycaproate;–;–;–;–;–;–;–;Lipid;Fatty Acid, Monohydroxy;–;tissue;therapy, diagnosis;squamous cell carcinoma;I, II, III;35;35, 0;68.71 ± 7.46;–;tumor vs. adjacent normal tissue;35;35, 0;68.71 ± 7.46;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0625867295;0,6522386455;0,6803744302;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4197;;
creatinine;creatinine;creatinine;–;–;–;HMDB0000562;–;–;–;Amino acid;Creatine metabolism;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0615722341;0,0472567806;0,0743574432;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4198;;
4-acetamidophenol;4-acetamidophenol;4-acetamidophenol;–;–;–;–;–;–;–;Xenobiotics;Drug;–;tissue;therapy, diagnosis;adenocarcinoma;I, II, III;33;24, 9;62.11 ± 9.73;–;tumor vs. adjacent normal tissue;33;24, 9;62.11 ± 9.73;–;LC, GC;ESI, EI;both;LC: linear ion-trap, GC: single-quadrupole ;LC: MS/MS ;–;KEGG, HMDB;pheatmap 1.0.8, ggplot2 2.2.1, mixOmics 6.3.1, MetaboAnalyztR 0.0.0.9;paired two-sample t-test, PLS-DA;–;–;1,0600749487;0,2566621464;0,3256493708;–;–;–;–;–;–;–;–;–;–;–;–;Spain;–;–;30099851;Moreno et al. 2018;4199;;
